,antecedents,consequents,support,confidence,lift
10,"frozenset({'MR POTATO CRIPS ORI 35G', 'DELFI TOP CHO 9GR'})","frozenset({'INDOMILK KID CKL 115ML', 'INDOMILK KID VNL 115ML'})",0.0001093801271934622,1,275.8491379310345
11,"frozenset({'BISKUAT BOLU CKL 16GR', 'CLOUD 9 VANILA 15 4G', 'INDOMILK KID STR 115ML'})","frozenset({'INDOMILK KID CKL 115ML', 'INDOMILK KID VNL 115ML'})",0.00012500585964967108,1,275.8491379310345
12,"frozenset({'WALLS CORN STRW VANILA', 'WALLS POPULAIRE STR'})",frozenset({'WALLS POPULAIRE CKL'}),0.00018750878947450662,1,238.79477611940297
13,"frozenset({'WALLS CORN STRW VANILA', 'WALLS POPULAIRE STR', 'WALLS CORN B/WHITE 82GR'})",frozenset({'WALLS POPULAIRE CKL'}),0.00012500585964967108,1,238.79477611940297
14,"frozenset({'INDOMILK KID CKL 115ML', 'NEXTAR BROWNIES 42GR', 'INDOMILK KID VNL 115ML'})",frozenset({'INDOMILK KID STR 115ML'}),0.0001093801271934622,1,124.994140625
15,"frozenset({'INDOMILK KID CKL 115ML', 'TEH GELAS ORI 170ML', 'INDOMILK KID STR 115ML'})",frozenset({'INDOMILK KID VNL 115ML'}),0.0002187602543869244,1,122.8349328214971
16,"frozenset({'BISKUAT BOLU CKL 16GR', 'INDOMILK KID CKL 115ML', 'INDOMILK KID STR 115ML'})",frozenset({'INDOMILK KID VNL 115ML'}),0.00025001171929934216,1,122.8349328214971
17,"frozenset({'INDOMILK KID CKL 115ML', 'NEXTAR PINEAPLE 112G', 'INDOMILK KID STR 115ML'})",frozenset({'INDOMILK KID VNL 115ML'}),0.00014063159210587995,1,122.8349328214971
18,"frozenset({'INDOMILK KID CKL 115ML', 'NEXTAR BROWNIES 42GR', 'INDOMILK KID STR 115ML'})",frozenset({'INDOMILK KID VNL 115ML'}),0.0001093801271934622,1,122.8349328214971
19,"frozenset({'INDOMILK KID CKL 115ML', 'WALLS POPULAIRE STR', 'INDOMILK KID STR 115ML'})",frozenset({'INDOMILK KID VNL 115ML'}),0.00017188305701829772,1,122.8349328214971
20,"frozenset({'INDOMILK KID STR 115ML', 'INDOMILK KID CKL 115ML', 'MAMA LEMON 115ML'})",frozenset({'INDOMILK KID VNL 115ML'}),0.0001093801271934622,1,122.8349328214971
21,"frozenset({'EKONOMI LIQUID REFF 235ML', 'INDOMILK KID CKL 115ML', 'INDOMILK KID STR 115ML'})",frozenset({'INDOMILK KID VNL 115ML'}),0.00017188305701829772,1,122.8349328214971
22,"frozenset({'BISKUAT BOLU CKL 16GR', 'INDOMILK KID CKL 115ML', 'CLOUD 9 VANILA 15 4G', 'CLOUD 9 CHOCO 15 4G'})",frozenset({'INDOMILK KID VNL 115ML'}),0.00014063159210587995,1,122.8349328214971
23,"frozenset({'INDOMILK KID CKL 115ML', 'MR POTATO CRIPS ORI 35G', 'DELFI TOP CHO 9GR'})",frozenset({'INDOMILK KID VNL 115ML'}),0.0001093801271934622,1,122.8349328214971
24,"frozenset({'BISKUAT BOLU CKL 16GR', 'INDOMILK KID CKL 115ML', 'CLOUD 9 VANILA 15 4G', 'INDOMILK KID STR 115ML'})",frozenset({'INDOMILK KID VNL 115ML'}),0.00012500585964967108,1,122.8349328214971
25,"frozenset({'INDOMILK KID STR 115ML', 'INDOMILK KID CKL 115ML', 'SEDAAP MIE SOTO'})",frozenset({'INDOMILK KID VNL 115ML'}),0.0001093801271934622,1,122.8349328214971
26,"frozenset({'ADEM SARI CHINGKU MD LMN 350ML', 'INDOMILK KID STR 115ML'})",frozenset({'INDOMILK KID VNL 115ML'}),0.00012500585964967108,1,122.8349328214971
27,"frozenset({'BISKUAT BOLU CKL 16GR', 'CLOUD 9 VANILA 15 4G', 'INDOMILK KID STR 115ML'})",frozenset({'INDOMILK KID VNL 115ML'}),0.00012500585964967108,1,122.8349328214971
28,"frozenset({'BISKUAT BOLU CKL 16GR', 'INDOMILK KID STR 115ML'})",frozenset({'INDOMILK KID VNL 115ML'}),0.0002812631842117599,1,122.8349328214971
29,"frozenset({'BISKUAT BOLU CKL 16GR', 'CLOUD 9 CHOCO 15 4G', 'INDOMILK KID STR 115ML'})",frozenset({'INDOMILK KID VNL 115ML'}),0.0001093801271934622,1,122.8349328214971
30,"frozenset({'DAIA LEMON 65GR', 'INDOMILK KID CKL 115ML'})",frozenset({'INDOMILK KID VNL 115ML'}),0.0001093801271934622,1,122.8349328214971
31,"frozenset({'BISKUAT BOLU CKL 16GR', 'INDOMILK KID CKL 115ML', 'CLOUD 9 CHOCO 15 4G'})",frozenset({'INDOMILK KID VNL 115ML'}),0.00014063159210587995,1,122.8349328214971
32,"frozenset({'MR POTATO CRIPS ORI 35G', 'TEH GELAS ORI 170ML'})",frozenset({'INDOMILK KID VNL 115ML'}),0.00012500585964967108,1,122.8349328214971
33,"frozenset({'TEH GELAS ORI 170ML', 'INDOMILK KID STR 115ML'})",frozenset({'INDOMILK KID VNL 115ML'}),0.0002812631842117599,1,122.8349328214971
34,"frozenset({'INDOMILK KID CKL 115ML', 'SEDAAP MIE AYAM BWG'})",frozenset({'INDOMILK KID VNL 115ML'}),0.0001093801271934622,1,122.8349328214971
35,"frozenset({'INDOMILK KID CKL 115ML', 'NEXTAR PINEAPLE 112G'})",frozenset({'INDOMILK KID VNL 115ML'}),0.00015625732456208885,1,122.8349328214971
36,"frozenset({'BISKUAT BOLU CKL 16GR', 'INDOMILK KID CKL 115ML', 'CLOUD 9 VANILA 15 4G'})",frozenset({'INDOMILK KID VNL 115ML'}),0.00017188305701829772,1,122.8349328214971
37,"frozenset({'EKONOMI LIQUID REFF 235ML', 'MR POTATO CRIPS ORI 35G'})",frozenset({'INDOMILK KID VNL 115ML'}),0.0001093801271934622,1,122.8349328214971
38,"frozenset({'MR POTATO CRIPS ORI 35G', 'DELFI TOP CHO 9GR'})",frozenset({'INDOMILK KID VNL 115ML'}),0.0001093801271934622,1,122.8349328214971
39,"frozenset({'MR POTATO CRIPS ORI 35G', 'DELFI TOP CHO 9GR'})",frozenset({'INDOMILK KID CKL 115ML'}),0.0001093801271934622,1,88.02888583218707
40,"frozenset({'BISKUAT BOLU CKL 16GR', 'INDOMILK KID VNL 115ML', 'INDOMILK KID STR 115ML', 'CLOUD 9 VANILA 15 4G'})",frozenset({'INDOMILK KID CKL 115ML'}),0.00012500585964967108,1,88.02888583218707
41,"frozenset({'BISKUAT BOLU CKL 16GR', 'INDOMILK KID VNL 115ML', 'CLOUD 9 CHOCO 15 4G', 'CLOUD 9 VANILA 15 4G'})",frozenset({'INDOMILK KID CKL 115ML'}),0.00014063159210587995,1,88.02888583218707
42,"frozenset({'DAIA LEMON 65GR', 'INDOMILK KID VNL 115ML'})",frozenset({'INDOMILK KID CKL 115ML'}),0.0001093801271934622,1,88.02888583218707
43,"frozenset({'BISKUAT BOLU CKL 16GR', 'INDOMILK KID VNL 115ML', 'CLOUD 9 VANILA 15 4G'})",frozenset({'INDOMILK KID CKL 115ML'}),0.00017188305701829772,1,88.02888583218707
44,"frozenset({'INDOMIE GRG SPECIAL', 'INDOMILK KID VNL 115ML', 'SEDAAP MIE SOTO'})",frozenset({'INDOMILK KID CKL 115ML'}),0.00012500585964967108,1,88.02888583218707
45,"frozenset({'BISKUAT BOLU CKL 16GR', 'CLOUD 9 VANILA 15 4G', 'INDOMILK KID STR 115ML'})",frozenset({'INDOMILK KID CKL 115ML'}),0.00012500585964967108,1,88.02888583218707
46,"frozenset({'MR POTATO CRIPS ORI 35G', 'INDOMILK KID VNL 115ML', 'DELFI TOP CHO 9GR'})",frozenset({'INDOMILK KID CKL 115ML'}),0.0001093801271934622,1,88.02888583218707
47,"frozenset({'GREENFIELDS STRAW 105ML', 'GREENFIELDS COKLAT 105ML'})",frozenset({'SAKINAH 1500ML'}),0.0001093801271934622,1,72.97263397947549
48,"frozenset({'INDOMIE RAMEN TORI KARA/20', 'INDOMILK KID STR 115ML'})",frozenset({'INDOMIE GRG SPECIAL'}),0.00014063159210587995,1,32.68488253319714
49,"frozenset({'ROMA KELAPA 300GR', 'INDOMIE SOTO MIE'})",frozenset({'INDOMIE GRG SPECIAL'}),0.0001093801271934622,1,32.68488253319714
